dat_referencia,sig_estado,y_real,val_pld,y_pred,modelo,target
2025-12-02 11:30:00,PE,45.34242891997036,319.69,45.43543835604385,LightGBM,lcoh_s2_brl_kg
2025-12-02 11:30:00,PI,45.988302456418,319.69,45.55985929917245,LightGBM,lcoh_s2_brl_kg
2025-12-02 11:30:00,PB,50.594129298650664,319.69,51.08162714499688,LightGBM,lcoh_s2_brl_kg
2025-12-02 12:00:00,PB,50.52412929865067,318.79,51.11834455563199,LightGBM,lcoh_s2_brl_kg
2025-12-02 12:00:00,BA,36.591837195945764,318.79,37.44116907822841,LightGBM,lcoh_s2_brl_kg
2025-12-02 12:00:00,PE,45.272428919970366,318.79,45.51069390283669,LightGBM,lcoh_s2_brl_kg
2025-12-02 12:00:00,RN,35.592191932643395,318.79,35.32895846988209,LightGBM,lcoh_s2_brl_kg
2025-12-02 12:00:00,CE,37.945903276086135,318.79,38.227173217527714,LightGBM,lcoh_s2_brl_kg
2025-12-02 12:00:00,PI,45.918302456418004,318.79,45.654578785246564,LightGBM,lcoh_s2_brl_kg
2025-12-02 12:30:00,RN,35.592191932643395,318.79,35.3494891826419,LightGBM,lcoh_s2_brl_kg
2025-12-02 12:30:00,BA,36.591837195945764,318.79,37.45566076734434,LightGBM,lcoh_s2_brl_kg
2025-12-02 12:30:00,PE,45.272428919970366,318.79,45.57726497059028,LightGBM,lcoh_s2_brl_kg
2025-12-02 12:30:00,CE,37.945903276086135,318.79,38.19654049915446,LightGBM,lcoh_s2_brl_kg
2025-12-02 12:30:00,PB,50.52412929865067,318.79,51.111406318193055,LightGBM,lcoh_s2_brl_kg
2025-12-02 12:30:00,PI,45.918302456418004,318.79,45.62835661815425,LightGBM,lcoh_s2_brl_kg
2025-12-02 13:00:00,RN,35.835636377087845,321.92,35.50893826182707,LightGBM,lcoh_s2_brl_kg
2025-12-02 13:00:00,BA,36.835281640390214,321.92,37.439127005888864,LightGBM,lcoh_s2_brl_kg
2025-12-02 13:00:00,PE,45.515873364414816,321.92,45.662615905300946,LightGBM,lcoh_s2_brl_kg
2025-12-02 13:00:00,CE,38.189347720530584,321.92,38.05859802949848,LightGBM,lcoh_s2_brl_kg
2025-12-02 13:00:00,PI,46.161746900862454,321.92,45.64778317863896,LightGBM,lcoh_s2_brl_kg
2025-12-02 13:30:00,BA,36.835281640390214,321.92,37.359528666251066,LightGBM,lcoh_s2_brl_kg
2025-12-02 13:30:00,RN,35.835636377087845,321.92,35.41244847451323,LightGBM,lcoh_s2_brl_kg
2025-12-02 13:30:00,PE,45.515873364414816,321.92,45.65890344086242,LightGBM,lcoh_s2_brl_kg
2025-12-02 13:30:00,CE,38.189347720530584,321.92,38.04700480697914,LightGBM,lcoh_s2_brl_kg
2025-12-02 14:00:00,RN,36.14908082153228,325.95,35.718529077561335,LightGBM,lcoh_s2_brl_kg
2025-12-02 14:00:00,PE,45.829317808859244,325.95,46.080286600700056,LightGBM,lcoh_s2_brl_kg
