sim,capex_usd,eta,wacc,brl_usd,lcoh_s1_usd_kg,lcoh_s2_usd_kg
559,907.0088782192271,0.6908161816832912,0.12833859006529633,5.644589937257229,4.154277067235381,6.429725583155654
560,994.4655672049433,0.6592826691880846,0.14768648836308498,5.417558684651479,5.013455803585627,7.544773680307159
561,787.4257715881313,0.686460446723593,0.10734489940229922,5.708932341274526,1.5838303931365028,3.798276049158818
562,950.6073981530277,0.6646086771345294,0.09686043049715415,5.52309254366605,2.268415141003144,4.611224503166893
563,789.1749352278366,0.6582893032475702,0.1242547955171532,5.764862120484572,2.3354604753077606,4.797675175488569
564,797.4510509241584,0.6882397211551968,0.13766092255402057,5.575906778117766,2.3746793878730066,4.769002514400158
565,771.5233844972219,0.6754365406248753,0.10769624648568785,5.491330244764543,9.365497951038218,12.14438584568452
566,904.8535189431244,0.683856330918772,0.1267737463584338,5.838837244479508,5.0419508843274565,7.670622951164931
567,891.5022676579467,0.6694888411980778,0.1561303242132402,5.424786866612951,2.4696627238469064,5.401728603120705
568,890.4358088462612,0.6896755490665466,0.15389023523396994,5.008183716653262,2.2993150875212534,5.198454571610302
569,945.6543053499261,0.6727242834963416,0.1367893700903681,5.895458413526277,13.320374509729325,16.064085274903583
570,817.5549170082426,0.6631327783417456,0.09977155857257806,5.206161365569803,9.475964697252815,11.968248892700503
571,855.4543470552466,0.6778094332473483,0.1358657081033025,5.828957390168974,4.000215156044793,6.184601783634608
572,881.8050146138838,0.6755917057236112,0.09368368367144986,5.614302775084542,3.9739191184007034,5.902026364867757
573,811.6890380672792,0.6743859100707175,0.10027346472149884,5.484692213845884,1.8141493393171453,4.251961234752027
574,866.1119879587451,0.6665732625775498,0.15491742672270314,5.949785002381016,2.807750040098866,5.054192268586272
575,786.8126881474974,0.6810478681614078,0.13084179849600747,5.278113918023486,1.908629185126448,4.918554657472861
576,909.4881766164008,0.6731691430181809,0.11681275535708187,5.4188251712797655,2.0308672044992866,4.299891583712832
577,859.6700643435861,0.6608212101288379,0.12215408295583462,5.695418364877419,2.358475864365895,4.972099037350141
578,861.2064605131898,0.6706741169954955,0.13480814244754474,5.540170235237638,2.3471329991784775,4.676114135093632
579,859.5656795777883,0.6716524324278987,0.13550628421039293,5.614913446040944,4.983319662147315,7.524195117204629
580,943.9631975820613,0.6682766307554978,0.08062153715167833,5.5610314387924324,9.398644356568385,12.47748310106806
581,902.8132841860852,0.6918167231992368,0.11000649350104039,5.724180245932146,4.559208004791968,6.5541197259793815
582,868.6205449683584,0.6506160095001082,0.10874615951119534,5.103654057956314,2.389544847659376,5.180613846837827
583,749.5628698347639,0.6773961505057612,0.1177802605645653,5.3446967533715215,3.2520654515823164,5.550145208632241
584,694.33089931911,0.6737089546081366,0.11346607573627271,5.217226691598827,1.5342428269302586,3.9582983125765296
